Net,P1Score,P2Score
2225,6150,3925
2225,6150,3925
2225,6150,3925
2225,6150,3925
2225,6150,3925
2150,6175,4025
2275,6350,4075
2325,6550,4225
2350,6675,4325
2250,6925,4675
2450,7225,4775
2500,7425,4925
2475,7650,5175
2600,7975,5375
2700,8225,5525
2600,8375,5775
2450,8525,6075
2600,8775,6175
2625,8900,6275
2700,8975,6275
2575,9050,6475
2800,9325,6525
2950,9525,6575
3000,9675,6675
3100,9775,6675
3125,9800,6675
3200,9925,6725
3225,9950,6725
3325,10050,6725
3350,10075,6725
