Net,P1Score,P2Score
-4175,6675,10850
-4175,6675,10850
-4175,6675,10850
-4175,6675,10850
-4175,6675,10850
-4175,6675,10850
-4175,6675,10850
-3825,7025,10850
-3625,7225,10850
-3275,7575,10850
-2975,7875,10850
-2575,8275,10850
-2275,8575,10850
-2175,8775,10950
-1175,9875,11050
-1075,10175,11250
-525,10825,11350
-475,11275,11750
-200,11925,12125
-100,12225,12325
-250,12525,12775
-325,12725,13050
-25,13025,13050
-75,13325,13400
-225,13625,13850
-200,13825,14025
-350,14025,14375
-50,14325,14375
-125,14425,14550
-300,14625,14925
-175,14925,15100
-175,14925,15100
-175,14925,15100
-75,15025,15100
-125,15325,15450
-100,15525,15625
0,15625,15625
-75,15725,15800
-250,15825,16075
-150,15925,16075
-50,16025,16075
50,16125,16075
-100,16325,16425
-175,16425,16600
-225,16425,16650
-225,16425,16650
-125,16525,16650
-25,16625,16650
75,16725,16650
175,16825,16650
275,16925,16650
-500,17025,17525
