Net,P1Score,P2Score
-25,2825,2850
-25,2825,2850
-25,2825,2850
-25,2825,2850
-25,2825,2850
-25,2825,2850
-25,2825,2850
-100,2825,2925
-50,2925,2975
-250,2925,3175
-225,2975,3200
-350,3025,3375
-375,3125,3500
-475,3175,3650
-500,3225,3725
-525,3325,3850
-500,3425,3925
-375,3625,4000
-300,3725,4025
-200,3875,4075
-425,4025,4450
-425,4175,4600
-450,4275,4725
-400,4325,4725
-425,4325,4750
-350,4425,4775
-400,4475,4875
-400,4575,4975
-600,4575,5175
-550,4625,5175
-550,4625,5175
-550,4725,5275
-500,4775,5275
-450,4925,5375
-550,4925,5475
-550,4925,5475
-650,4925,5575
-650,4925,5575
-750,4925,5675
